,country,year,sex,age,suicide_no,pop,HDI,gdp_for_year
21209,Russian Federation,2011,female,35-54 years,1515,21733089,,2051661732060
21210,Russian Federation,2011,male, 5-14 years,12,7052757,,2051661732060
21211,Russian Federation,2011,female, 5-14 years,67,6720399,,2051661732060
21212,Russian Federation,2012,male,75+ years,1486,2211989,,2210256976945
21213,Russian Federation,2012,male,25-34 years,5762,11845892,,2210256976945
21214,Russian Federation,2012,male,35-54 years,8755,19588712,,2210256976945
21215,Russian Federation,2012,male,55-74 years,484,11597408,,2210256976945
21216,Russian Federation,2012,male,15-24 years,3275,9484213,,2210256976945
21217,Russian Federation,2012,female,75+ years,195,6062562,,2210256976945
21218,Russian Federation,2012,female,25-34 years,866,11827264,,2210256976945
21219,Russian Federation,2012,female,35-54 years,1572,21564691,,2210256976945
21220,Russian Federation,2012,female,55-74 years,1229,17375445,,2210256976945
21221,Russian Federation,2012,female,15-24 years,627,9131383,,2210256976945
21222,Russian Federation,2012,male, 5-14 years,17,7159170,,2210256976945
21223,Russian Federation,2012,female, 5-14 years,65,6819793,,2210256976945
21224,Russian Federation,2013,male,75+ years,1549,2349484,,2297128039058
21225,Russian Federation,2013,male,25-34 years,5825,12057910,,2297128039058
21226,Russian Federation,2013,male,35-54 years,8815,19484117,,2297128039058
21227,Russian Federation,2013,male,55-74 years,4644,11808589,,2297128039058
21228,Russian Federation,2013,male,15-24 years,277,8908926,,2297128039058
21229,Russian Federation,2013,female,75+ years,1,6355318,,2297128039058
21230,Russian Federation,2013,female,35-54 years,1454,21385188,,2297128039058
21231,Russian Federation,2013,female,25-34 years,83,11984461,,2297128039058
21232,Russian Federation,2013,female,55-74 years,1154,17517861,,2297128039058
21233,Russian Federation,2013,female,15-24 years,511,8554683,,2297128039058
21234,Russian Federation,2013,male, 5-14 years,111,7327888,,2297128039058
21235,Russian Federation,2013,female, 5-14 years,54,6979537,,2297128039058
21236,Russian Federation,2014,male,75+ years,1597,2349484,,2063662665172
21237,Russian Federation,2014,male,25-34 years,5276,12057910,,2063662665172
21238,Russian Federation,2014,male,35-54 years,815,19484117,,2063662665172
21239,Russian Federation,2014,male,55-74 years,451,11808589,,2063662665172
21240,Russian Federation,2014,male,15-24 years,2311,8908926,,2063662665172
21241,Russian Federation,2014,female,75+ years,119,6355318,,2063662665172
21242,Russian Federation,2014,female,55-74 years,115,17517861,,2063662665172
21243,Russian Federation,2014,female,35-54 years,1297,21385188,,2063662665172
21244,Russian Federation,2014,female,25-34 years,723,11984461,,2063662665172
21245,Russian Federation,2014,female,15-24 years,467,8554683,,2063662665172
21246,Russian Federation,2014,male, 5-14 years,96,7327888,,2063662665172
21247,Russian Federation,2014,female, 5-14 years,44,6979537,,2063662665172
21248,Russian Federation,2015,male,75+ years,1519,2608590,,1368400705491
21249,Russian Federation,2015,male,35-54 years,7898,19598084,,1368400705491
21250,Russian Federation,2015,male,25-34 years,4994,12407057,,1368400705491
21251,Russian Federation,2015,male,55-74 years,4443,12564884,,1368400705491
21252,Russian Federation,2015,male,15-24 years,1928,7995706,,1368400705491
21253,Russian Federation,2015,female,75+ years,953,6957819,,1368400705491
21254,Russian Federation,2015,female,35-54 years,1391,21387236,,1368400705491
21255,Russian Federation,2015,female,25-34 years,73,12264840,,1368400705491
21256,Russian Federation,2015,female,55-74 years,162,18280577,,1368400705491
21257,Russian Federation,2015,female,15-24 years,378,7653174,,1368400705491
21258,Russian Federation,2015,male, 5-14 years,79,7836667,,1368400705491
21259,Russian Federation,2015,female, 5-14 years,57,7464309,,1368400705491
21260,Saint Kitts and Nevis,1990,female,15-24 years,0,4900,,208740444
21261,Saint Kitts and Nevis,1990,female,25-34 years,0,2600,,208740444
21262,Saint Kitts and Nevis,1990,female,35-54 years,0,2900,,208740444
21263,Saint Kitts and Nevis,1990,female, 5-14 years,0,5700,,208740444
21264,Saint Kitts and Nevis,1990,female,55-74 years,0,3300,,208740444
21265,Saint Kitts and Nevis,1990,female,75+ years,0,1000,,208740444
21266,Saint Kitts and Nevis,1990,male,15-24 years,0,4900,,208740444
21267,Saint Kitts and Nevis,1990,male,25-34 years,0,2400,,208740444
21268,Saint Kitts and Nevis,1990,male,35-54 years,0,2400,,208740444
21269,Saint Kitts and Nevis,1990,male, 5-14 years,0,6000,,208740444
21270,Saint Kitts and Nevis,1990,male,55-74 years,0,2500,,208740444
21271,Saint Kitts and Nevis,1990,male,75+ years,0,500,,208740444
21272,Saint Kitts and Nevis,1991,female,15-24 years,0,4900,,209880963
21273,Saint Kitts and Nevis,1991,female,25-34 years,0,2600,,209880963
21274,Saint Kitts and Nevis,1991,female,35-54 years,0,2900,,209880963
21275,Saint Kitts and Nevis,1991,female, 5-14 years,0,5700,,209880963
21276,Saint Kitts and Nevis,1991,female,55-74 years,0,3300,,209880963
